user_id,n_interactions
05d012906204ddd4e992fffdba59c374,157
05d35b28a228bb35f5097d4377ba9dd4,27
05d3c9cb5cf81b5984efee734211f92b,118
05d616881f43e5c6a9b2765a0bdb3bdc,93
05d9f2d60012d07349cb41690d29bba6,521
05db2293372a2e4a425b3bbfd8961fbe,385
05df47e75fc99bc417b9621f2523dee5,208
05e00d07f7e7079430cb6d5372aed257,44
05e282dcf8832394c343a28d3e0f2b37,61
05e47b076fe2d460173c52fba90afd9c,64
05e65bb7f86105706938d4991724ef1a,135
05e69cc4ec99ae3c92c2bc9f5b4ebc54,281
05e8f7b08a7b21753a96b73e4a436b3e,468
05f3ebfc7cb25bbf2b6680d042e40006,887
05f87313be19c19fae5325571b8ba08a,370
05f89c96d190896852844910f70ce23c,186
06031dde00a6516723fdb287c0281deb,138
0605a8b7e8d27962267c94a23bd5929d,55
060f2c3277704195a5a0a5488ab4b05d,38
06119b49065343b6925a3acf5c2d0050,158
061315b40528c326db60e9e956445c62,807
06162c8878bdda54e7bc5c2e66879c09,9
062290789ceac1848aa5f34a1ab58002,76
06239ad8fa9dd30607fe631318865ea0,615
0626ebd831d12b0dc66f701b9ce77101,16
0628491532b834f1caf02a453962d8f0,97
06360e3b0302b8f09f5fe8b9c997bee0,202
0636bb4ca24902101246948d6ed68f91,224
064645be54b34966cb9db04fe40260e7,10
064879666c9e32a97448b48f28862933,470
065227aac1cd8dd931b77e420e49f310,58
065379471a9f3f99ac75957057f11b27,1035
0653c0b6567ffb076f28e1c9f4d6eee4,135
0655391291dfd9602e49b6276c8697cb,955
0655dd610e83478208f7322281664c07,28
0659c9f5e47e55e7b7d6390558dc5274,624
065f822b5c26743ca0d2c977160acc71,59
06606b8b86648cc37f5e370f1a3784e6,391
0662705feed12339b82e03500f9a809b,7
0664a013e00e43bbe7319eef1d4607d4,39
0666c52e3ab250fafe30f40512480b18,641
066b1748102058c35e66ae9f12c11e7a,77
066bd501c0ed349b5b513591e7e4c439,424
066c95d2f488265dcda68229cc628b0f,7
0672bbafaa972b2055c643162a33354f,7
067c369f02491feba03939490d187d45,1214
067cd3a222fb4ded343a279338c05e3a,139
068238f570ea32f2e57bdb6265e56062,265
0688129605772a40d2a8211fdb425e55,1505
06942090c4f7c0ff22afc2e3a99b0733,21
069dd1797fbedabb574c982647c781c5,75
069de0b8d9b6b1fdd23c785d9e68bf3f,322
069de222b2ec003ea299c965e1b117bb,1298
06aaeaa93d069dc1d2be4b45f7555b7f,60
06ab84b4a05d7b5578b6d0f64b60ff78,170
06b359933dc5a2c0707f6622395b449c,191
06b5e069fdfb929f390cc7abf590485c,933
06b7c141d80fc1f550badd441a506e2e,2513
06b82628f0135cc80866b8f69e8d2d60,874
06b83a67044e355cca70b7d244aeeca6,88
06b94d6adf1b6968366ef86ea5f9cd29,321
06b9a96e78a602c81d837832da9417a8,361
06ccca59640e59d611ef04198027d58c,280
06d12331146698ca6b9be1b3af036242,134
06d5dcb2cde918fe212396c910aa6c47,118
06debd167ca890cee47d040fd27d3991,14
06dfe5eb25f47049fd29dfe338d5fbb8,14
06e6daa9591e0e9dba7e310fa209d3f5,24
06f09645c2038a033aa762659191c31d,243
06f107813506ae6a91058f8aef3de7e8,1553
06f4239c1635fc274f1fa0575561767a,55
06f533ac92d5718213d8043747626b87,148
06f65610f8214a19e9edf3ebb5efeb87,29
06faafcd3e12124b8765cd2ea6c47e61,2088
07047978eb6f31a114378ab139f480f0,400
070ef6044915fa10b2173c265a3c3099,446
0712e961ad75fab79be09259442f0946,273
0722ff205f3d380ec6ae92f6e556a376,128
0725596b68e00edf539b82d8ac60a04a,389
07263f07c89234a1d2a79fc1254f2397,248
07265e51175ada96eaf01a0ab7d43100,134
07294c9d1006dd31a621b653989907b6,172
072a7af68542b8a8504f8b1f9b6cf371,36
072e8c5ae52c8d2e163d95b72771da6e,415
072f97536340ac57a8becca9e035e36a,3635
0730c27e8ab43d37eadda928e3b3358a,1338
0734450db7cc1832ff7cab86f1848941,1222
073533d5706b7c98e59caa6ae826d4eb,99
073678890eb1fa59333eba00b4d8d443,1085
07380d070ffe9864bbd20f402704fa06,17
073c257c90f2c2503b35c9bf41685522,205
073dad2c3cc9f3274b8ce54af1c17981,34
073dbe79b5d1dc7f37734c40e29d5877,99
07551f5c671afb1217225357b1c3fad8,86
075b638bd75c6e66b726e2258c6cf1b4,711
0768c90f60e58dd370997e7e62e80e7e,32
0769a36cdba651da593350b168c5ed91,123
076fcbb34854ceea038ab40300902ad0,73
077a958e663b96fe8f887fb729fce9c5,12
078ae8bd5ae07467baf8cf245cb67dea,51
078c4ca3044d6a6160d4cbb5fab45d25,530
078e2a9fe7b7ac9a168f8414a6ed228b,324
078ff512716f0cd646a6a316ae6384fc,6
0793b607d96d0d7d8fac4c6346697888,697
07a13094e6dd016c80e2f766547b901b,52
07a2c9be15badfb0415acaecfe5d52ce,101
07ae96e8610b7d685df2fdd159df5241,293
07b0408c8b9425ed5c774dc0e378a852,113
07b1919757896c9f48cfaa51c2acb95d,129
07b667a4d1fb6d16072c84c8c3ae555b,14
07b96fd8b8a7b6367a93598169f97a85,463
07ba1a3991c65f49cdb092db0bd295bf,319
07c0d405b43ab5be0667c4e636ee8688,14
07c31421b5a3d2f5ba60c737542cf5ac,157
07d0a39e0c68bad0a0538629593b7de5,538
07d17b2bbfdf422be4e6542c3d9038b2,354
07d7186a4a2e2ff825f7cc623b629997,568
07e09fca5fe0e81c36e8c87d39745339,66
07e5c882f2972e3375203576d5e73c25,584
07e773d57cb66e0547a84cb8c1c02d35,357
07ef7cc08cfa934b0143dd295edf6aa6,196
07f0fc3be95dcd878966b1f9572ff670,1103
07f31cedad157ffbfcb1ce1eff682ac3,11
07f52ddc8a70ca88cdbb7993eb874f74,735
07f59174d771eb0d5006b0c5ee855f4e,488
07f6b2092bbc82837a6485a7fda04174,481
07fc0f75a1f70073e6e4300bd2cc5346,59
07ffe5df097cad36bf5c510e8d5aca16,26
0804204692b2667ec225e0b7fe0179f0,260
080c84b4cb1ff3f3a398b54c50b7ba52,470
080ec72ac2874fcfac9b5e73db083b51,273
08102ec0e45bbd18a6f1d22b4a5d7466,852
081446700ce50e212002c70224bf9bb8,121
0817c289b394a7e826cdfaa7b5445b65,610
08181609e3c16abe3627c6493449c9b0,109
0819bc46742fbc9881efce16fcebf0d5,17
081e92a9291ae3b13d34741776c79c7b,132
0825dea48014be9af98826920765ce9c,19
08280e52f83cce4aa0f4ba12ac09d01b,1323
0828976ea945881ff573fc517a194f14,173
082f6b356cb7b3e5ff7b6fa26aa317bc,124
0835482db5431167c49faf431fcc76db,889
08408e9d555a2a3309d262fdb20ba93b,129
0844e73cc62c3318ac6a7206cd2ec3eb,22
0846f10f4a4dc730bb9152f8d4768a88,2969
084a033ec7d0397afbb7c42d0fc2117c,1037
084cb98db83a58b6e8dbee6287445e1d,155
0854f94252bd2cd3175c0d004362f657,16
0857a8f500b631c64bdd6c5520e65a5f,6
085c3498581de34a221b07fac40b30ef,440
085d04635264b2963bdd1fc2615c9d0b,623
0865fac6e53b2acadb4bbd3f37a61217,1090
08676d7fa2e295089b64e53ae779b9a3,713
08798ff7a30408a9a68c43a170f1be96,178
087b41819c275dba9a5ed76823c9666d,800
087f0f8bc5eeab5b2dc81f4ce200fd4e,83
087f65f0464ea629a3fd2e87c81ec020,7
08807bfb50a02ae083a51e969dfff154,261
0881509fe01400bc13893a378917b11d,32
08857da1ae3f38e733e40cb9eeeceb8a,121
0888a6a46206fbef7c25573b72a5f3c3,94
088a872bf5f32d2713953b0805a84cb3,887
088c03b0696c957099f6d0c1010b24b3,670
0895dbaa3fc0dfa8ddb442202be47cd6,46
0895fa1afe3cb0d96520454b8afdbb45,588
0896de7a718bf7b25886f7422df9135c,1457
089c160e54d6f3130622c87330d67037,112
08a02226c6cd2ca834a179affc3e1524,283
08a17bf4cfecfc73802ac58df2f52127,328
08a3dd94322323c88687ed1989e9fd63,387
08a5f8a42b6315e7e90af581a15695a9,650
08a9cf0faa4c0f46e343fe420ba100b3,2183
08af9d65cecb912c78526ee172b48560,599
08b050ca0527293790696ad6e80f48cc,548
08b29e100f753d8dfae117c246b7307f,112
08b34b1b99a2b5d513758a9175ab79ba,1255
08b4dadc693622c613adefaccd7604d8,250
08b7fc6c0ab7f93f2d9c7e8420ac3a78,593
08b8413f8e5617e60550494597d04f6a,117
08bd02cf96fbeae18f6dd6ca6df214f1,2362
08bf139892f243177c08c315882b6d86,1906
08c796491e6381905baa0d2ced70812c,399
08c79bb803f783785d67de6738f3acbc,1061
08c7f2b689b33e09f1a5e89355335837,28
08cf27d5b4334bb1b111d83b3e5b248a,191
08d060b9314833c32786b5ea3c96abce,640
08d9d65ec3c00fed3575fa69337ffa88,704
08df3f4c1539ce916b1443645bb8403d,178
08eadc23beecc0b0d49e16b396acb287,52
08f1c58cd9cf9fc5b91539e55d425a24,14
08f26bf2a766e16a53492f94ccbd6609,76
08f2effc947499e7e2c4099b12d013df,43
08f66c3bb86f8fe2116b9fcad2574571,146
08fdcfd5b9b7f8afc5d71289b1b1e420,141
08ffed6328e4c0e43bfd39ddecd1e444,331
090041c33ab59742222627e39511047d,15
0904a5edef8367cb636e0be528cdc3f9,792
0917fb5e225ab12b557d7931aa8c82bf,314
0921245fb4097477109ed35ca4d684e4,267
092261eb15eca6dc32ae9dc809b64da2,399
0923e1216b06abfcf3e04824205ece3e,30
092eb6ff3fc0a12b54f618b42cd64b57,918
09337a3305755b4352a2a5aabc13c64c,676
0933e5997fe952e80f31c8c73cfacba9,22
09381e6cb03b85c678a8b5ac277d24fa,38
093ae0ecccfcd12d6ae56cba34b1a634,205
093dc9774e83c8b59716c4be1eb587d1,433
093fdf8b61d39b0055020b419419d237,68
094047d7dcd226d23631c4e0b2e99046,15
094171fbf38b356a8d0298beabc3c8c5,460
094272a11884f7e4a3023e74605d260c,218
0942c00a5fd5406ec2cf6e6200591346,58
09432ece208cd357b2ec69bc0e933b66,512
0949b92f34e52365a88ecae1eebe68ec,140
094c539591a357d90ec728fb49a63a68,155
094cd2c1de68cf6dd9b5bca45c9a33ed,2225
094d3aea54ac85a1adcabbeb0a18373a,704
095c6643f81909e53ef117478956eac8,44
095e4bed0b7672e1aece78410543ff4f,576
095f0457c05c2446b7b90b66fd5f2cd8,184
0960c704e9e3bf8c2e4af75cd0d43b2e,1341
0971d973d657d0e519644124ca01f18e,8
097511f65e213d65944dbdaed347bff8,2047
0978b72a937f963b67cdec98c71ee93d,4264
097da5de212c3c431c3767e0d6e6bb34,282
097ea65e0ab962d31230169076505184,2562
09833ba3ee017698c2c40d1f7716a3f7,468
0988d89d2ff75ef7408b1d7dab6c9c2b,447
099054d53622f2046a78ad25252f0d38,439
099e5f61b00fa22e99bd2ab284a2f1ad,928
09a7b636064d4f2db5c1fa74b16d8ae5,1595
09a8fb218efd8efbc9328b5a8b9167e9,62
09adba69583bc0820443008fd1ab566d,17
09ae43653878e5c434b1572ed5d5bd0a,24
09b0f0ddff30fe28785635d9c9970572,58
09b423f3b6f4ecdaca7e371b1cec7636,1022
